PLAYER,TEAM,OFFRTG,DEFRTG,NETRTG,AST%,ASTTO,ASTRAT,OREB%,DREB%,REB%,TORAT,EFG%,TS%,USG%,PACE,PIE,POSS
Sterling Brown,MIL,102.5,105,-2.5,4.9,1,9.4,3.5,14.7,9.1,9.4,47.8,50.3,13.5,97.83,6.3,1578
Dwayne Bacon,CHA,104.6,104.7,-0.2,7.7,1.65,14.6,0.5,15.8,8.1,8.8,40.4,43.1,13,101.49,5.8,1514
T.J. Leaf,IND,101.4,113.1,-11.7,2.8,0.9,5.6,5.8,11.9,8.7,6.2,53.7,54.5,13.6,100.13,6.1,972
Frank Mason III,SAC,103.7,105.4,-1.7,23.3,2.26,22.9,3,10.7,6.7,10.1,42,48,22.6,94.37,9.1,1934
Lonzo Ball,LAL,104.7,105.3,-0.6,28.8,2.76,34,3.6,15.3,9.5,12.3,44,44.4,16.9,102.97,9.8,3821
Abdel Nader,BOS,97.1,107.3,-10.3,7.8,0.76,11.5,2.4,11.1,6.7,15,41.3,43.9,16.2,100.46,3.3,1093
Jawun Evans,LAC,106.2,104.1,2.1,17.7,2.27,24,1.1,9.2,5.3,10.6,38.1,42.1,17,103.27,4.6,1661
Milos Teodosic,LAC,109.8,107.4,2.4,25.2,2.15,30.4,1.4,9,5.4,14.1,54.2,56.4,17.8,101.75,7.9,2418
Damyean Dotson,NYK,98.6,101.4,-2.8,9.8,1.82,14.3,1.8,14.2,8.2,7.8,51.6,53.2,16.9,99.73,9.2,980
Khem Birch,ORL,104.9,104,0.8,8.8,1.62,16.2,11.4,19.1,15.2,10,54,58.2,13.1,97.3,10.9,1173
Torrey Craig,DEN,108,110.9,-2.9,5.4,1.25,12.8,6.4,13.4,10,10.2,51.5,53.5,11.6,100.03,5.6,1300
Tyler Cavanaugh,ATL,105,107.1,-2.1,7.6,2.08,13.4,8.1,17.1,12.2,6.5,54.6,56.7,13.9,101.19,8.2,1092
C.J. Williams,LAC,105.4,106.7,-1.2,8.6,2.15,16,1.7,5.8,3.8,7.5,49.7,51.2,13.4,100.35,5.3,1470
Alex Caruso,LAL,100.5,100.8,-0.3,18.5,1.79,30.4,2.6,8.6,5.6,17,48.7,51.9,12.8,102.64,6.2,1202
Ivan Rabb,MEM,102.5,110.9,-8.4,9.5,0.91,13.6,10.2,21.6,15.7,14.9,56.6,59.9,16.7,98.87,11.1,1059
Mike James,NOP,103.5,106.1,-2.6,27.9,2.57,23.6,1.7,10.4,6,9.2,42.4,46.9,23.7,105.83,10,1513
Guerschon Yabusele,BOS,101,101.8,-0.8,10.7,1.33,16.2,6.5,15.2,10.5,12.1,52.5,55.9,14.6,99.96,8,488
Ante Zizic,CLE,105.7,114.9,-9.1,3.9,0.45,5.3,11.2,17.9,14.5,11.7,73.1,74.6,17.1,101.27,13.2,453
Kobi Simmons,MEM,100.7,117.7,-17,15.7,1.55,21.8,2.1,6.2,4,14.1,45.2,49,16.3,97.89,4.6,1316
Kyle Collinsworth,DAL,105.3,107.4,-2.1,16.3,2.33,28.6,6,16.2,10.7,12.2,40.4,43.3,12.4,97.39,6.6,969
Dakari Johnson,OKC,98.2,87.3,10.9,8.3,2.67,13.3,9.9,11.1,10.5,5,56.4,57.5,13.9,98.01,8.9,328
Tyrone Wallace,LAC,106.1,107.6,-1.5,11.5,1.54,17.7,2.4,9.1,5.8,11.5,46.6,51.7,15.9,103.25,6,1833
Caleb Swanigan,POR,95.9,99,-3.1,12.4,0.78,14.1,7.5,20.7,13.9,18.2,40.8,44.9,18.9,98.99,5.4,391
Jonathan Isaac,ORL,93.2,101.8,-8.6,5.3,0.67,9,2.9,14.1,8.7,13.5,43.4,46.5,14.9,100.23,7.1,1116
Ryan Arcidiacono,CHI,100.2,102.5,-2.3,16.1,2.69,38,0.3,7.7,3.9,14.1,52.4,55,8.1,100.14,5.7,630
Shaquille Harrison,PHX,107.9,101.8,6.1,19.9,2.5,25.3,2.3,13,7.7,10.1,50,54,17.3,104.62,10.1,836
D.J. Wilson,MIL,82.2,112.9,-30.7,7.5,0.75,12.5,2.9,15.7,8.3,16.7,62.5,62.2,12.7,100.93,6.5,152
Davon Reed,PHX,91.1,105.4,-14.2,8.7,1.3,12.4,0.7,14.9,7.2,9.5,36.2,38.8,15.8,102.97,4.7,519
Alec Peters,PHX,108.9,101.7,7.3,7.3,3,12.9,3.2,12,7.6,4.3,50,52.3,15.1,102.68,7.1,481
Luke Kornet,NYK,102.2,111.5,-9.3,11.4,2.17,15.6,3.2,15.8,9.4,7.2,50.4,51.6,18.9,100.19,8.3,678
Myke Henry,MEM,105.6,109.7,-4.1,8.3,1.16,14.3,2.6,8.1,5.2,12.3,46.3,47.2,14.8,99.15,5.3,782
Antonio Blakeney,CHI,108.2,109.4,-1.3,9.6,1.82,10.6,1.1,8.9,4.9,5.8,42.3,47.1,22.7,99.24,6.4,650
Isaiah Hicks,NYK,102,109.7,-7.7,9.8,1,14.2,4.1,11.8,8.1,14.2,47.2,50.1,17.5,100.22,3.3,497
Josh Magette,ATL,103.1,103.6,-0.5,37,6.33,49.1,0.9,7.9,4.3,7.8,41.3,46.4,11.9,99.81,8.5,450
Kadeem Allen,BOS,91.6,100,-8.4,16.7,1.33,25.5,3.4,6.7,4.9,19.1,27.3,36.6,13.2,101.43,0.6,226
Zhou Qi,HOU,81.5,107.6,-26.1,2.8,0.2,4,4.2,11.6,7.8,20,21.9,29.5,16.3,102.22,-0.5,265
Antonius Cleveland,ATL,87.2,101.1,-13.9,2.5,0.29,6.1,2.2,8.5,5.2,21.2,45.2,48.6,10.7,102.83,0.5,258
Derrick White,SAS,101,87.5,13.5,9.8,1.5,15.5,3.4,12.8,8.4,10.3,60.6,64.6,14.6,103.45,12.4,294
Derrick Walton Jr.,MIA,97,107.5,-10.5,17,8,34.8,1.4,9.5,5.6,4.3,46,52.5,9.2,96.35,8.2,296
Jalen Jones,DAL,109.3,115.9,-6.6,3.2,0.57,4.6,6.3,15.4,10.4,8,45.6,48.5,19.3,97.26,5.1,364
Rodney Purvis,ORL,98.3,107.4,-9.1,9.2,1.7,12.1,0.3,8.5,4.3,7.1,38.8,42.3,18.7,98.13,3.2,590
Andrew White III,ATL,91.6,110.3,-18.6,5,0.75,6.8,1.6,13.3,7.2,9.1,46.6,46.1,16,103.53,4.9,455
Damion Lee,ATL,100.7,104.3,-3.6,10.9,2.07,14.1,2.4,13.8,8,6.8,45.7,48.9,18.2,102.25,8.6,865
Jamel Artis,ORL,103.5,104.4,-0.9,9.8,2.25,16.4,1.3,11.9,6.4,7.3,44.3,45.7,14.2,97.12,6.2,564
Jamil Wilson,LAC,106.2,105.4,0.8,5.6,1.25,9.9,1,10,5.5,7.9,63.6,63.4,14.5,97.05,6.7,551
Malcolm Miller,TOR,105,102.3,2.7,3.4,0.6,7.9,3.1,9,6,13.2,60.7,63.8,11.4,98.86,5.4,259
Thomas Bryant,LAL,100,105.9,-5.9,12.8,3,18.2,4.1,19.7,11.7,6.1,40.5,44.1,16.1,101.6,7.5,153
Alfonzo McKinnie,TOR,101.8,114,-12.3,2.7,0.33,5,2.2,9.8,6.6,15,63.3,64.3,15.8,102.4,5.2,114
Furkan Korkmaz,PHI,90.5,119.8,-29.3,7.7,2,11.1,2,12.3,6.4,5.6,37.5,38.6,15.9,105.65,1,179
London Perrantes,CLE,106,122,-16,10.2,5,23.8,1.5,6.4,3.5,4.8,15.4,23,10.1,97.06,-0.8,133
Markelle Fultz,PHI,100.9,96.1,4.8,29.4,3.12,27.7,3.9,10.5,7.4,8.9,40.5,41.6,21.8,107.3,9.4,562
Charles Cooke,NOP,84.3,100,-15.7,3.8,1,5.9,0,4.9,2.2,5.9,17.9,20.2,16.3,102.03,-3.4,83
Jabari Bird,BOS,108.7,102.1,6.6,9.9,1,17,5.5,10.5,8.1,17,63.5,61.5,14.1,100.58,7.6,241
Ike Anigbogu,IND,104.6,130.2,-25.5,0,0,0,15.2,13.8,14.5,14.3,44.4,55.8,17.9,103.12,10.9,65
Johnathan Motley,DAL,100.9,104.3,-3.4,7.8,0.78,6.7,7.1,20,13.1,8.7,54,55,24,94.9,12.6,345
James Webb III,BKN,98,111.3,-13.3,4.4,1,12.5,5.9,13.8,9.6,12.5,33.3,33.3,9.9,100.26,1.9,254
Milton Doyle,BKN,96.6,101.9,-5.3,12.2,5,16.1,2.1,12.5,6.9,3.2,31.9,33.7,17.3,102.15,3,266
Nigel Hayes-Davis,SAC,99.6,95.7,3.8,7.7,3,14.3,3,14.5,8.6,4.8,39.4,39.3,13.1,92.33,6.1,235
Tony Bradley,UTA,93.8,96.8,-2.9,5.6,0,7.7,10.5,25,16.7,0,27.3,33.7,15.8,104.74,8.8,65
Gian Clavell,DAL,104.5,89.6,14.8,7.1,1.5,12.5,1.6,10.2,5.7,8.3,50,53,14.7,101.46,4.5,134
Daniel Hamilton,OKC,78.9,101.8,-22.8,61.5,4,38.1,0,16.7,8.3,9.5,54.5,54.5,20,97.81,18.6,57
Jaylen Morris,ATL,87.1,105,-17.9,13,1.17,15.6,1.8,12.5,7.2,13.3,43.8,43.8,15.4,106.49,7.7,217
Jacob Wiley,BKN,94.4,76.4,18.1,9.1,0,28.6,5.3,22.5,14.1,0,37.5,41,6.3,103.92,8.4,72
Josh Gray,PHX,81.6,116.7,-35.1,24,1.71,18.5,1.7,10.4,5.1,10.8,30.5,34.9,24.3,106.07,4.1,190
Marcus Paige,CHA,121.1,105.2,15.9,14.3,0,16.7,0,16.7,7.3,0,35.7,40.3,22.4,98.51,7.7,57
Xavier Rathan-Mayes,MEM,89.6,113.7,-24.2,24.7,1.64,24,0,5.3,2.2,14.7,29.8,31.5,20.7,101.26,-1.1,249
Erik McCree,UTA,82.4,127.8,-45.4,0,0,0,0,20,9.1,33.3,0,0,15.8,111.68,-3.1,17
Mangok Mathiang,CHA,95.3,95.2,0.1,0,0,0,13.6,33.3,23.3,0,57.1,53.8,13.7,103.03,12.9,43
Matt Costello,SAS,126.6,100,26.6,7.1,2,28.6,4,27.6,16.7,14.3,50,50,7.1,96.89,5.7,64
Vincent Hunter,MEM,105.9,75,30.9,0,0,0,18.2,16.7,17.6,16.7,60,60,25,106.93,25,17
Jacob Pullen,PHI,66.7,62.5,4.2,0,0,0,0,0,0,33.3,50,50,18.8,122.3,0,15
Jameel Warney,DAL,105.8,113.2,-7.4,0,0,0,13.8,20,16.7,6.7,58.3,59.9,23.4,93.85,15.1,52
Matt Williams Jr.,MIA,120.8,54.2,66.7,0,0,0,0,8.3,5,14.3,41.7,41.7,28,101.05,0,24
Monté Morris,DEN,100,114.8,-14.8,36.8,7,46.7,0,8,4.1,6.7,66.7,72.7,13.6,103.46,16.7,55
Reggie Hearn,DET,71.4,107.1,-35.7,0,0,0,0,0,0,0,75,75,10.5,101.41,12.9,14
Andre Ingram,LAL,109.2,95.1,14.1,14.9,2.33,25,1.6,7.2,4.6,10.7,61.8,65.5,13.6,106.28,9.9,142
Ben Moore,IND,95.2,175,-79.8,11.1,0,100,0,16.7,5.9,0,0,0,0,106,-4.1,21
PJ Dozier,OKC,66.7,100,-33.3,0,0,0,0,20,12.5,33.3,50,50,42.9,97.86,0,6
Aaron Jackson,HOU,88.1,107.8,-19.8,5.3,1,8.3,5.6,3.1,4.4,8.3,38.9,40.5,14.9,91.13,-1,67
Devin Robinson,WAS,113.8,85.2,28.6,0,0,0,9.5,25,15.2,0,33.3,33.3,8.3,101.72,8.5,29
Edmond Sumner,IND,40,160,-120,0,0,0,0,50,20,0,100,100,20,110.77,23.5,5
Justin Patton,MIN,120,90,30,0,0,0,0,0,0,0,50,50,20,128.57,5.7,10
Naz Mitrou-Long,UTA,250,0,250,0,0,0,0,0,0,0,150,150,50,139.35,60,2
Trey McKinney-Jones,IND,100,133.3,-33.3,0,0,0,0,0,0,0,0,0,0,136.22,0,4
Tyler Lydon,DEN,75,225,-150,0,0,0,0,0,0,0,0,0,0,88.62,0,4
Collin Sexton,CLE,105.6,118.1,-12.5,15.4,1.31,13.9,2.1,7.2,4.5,10.6,48,52,24.7,98.54,7.3,5347
Mikal Bridges,PHX,105.3,112,-6.8,9.7,2.47,20.3,2.3,8.5,5.4,8.2,52.3,55.6,11.9,102.19,6.4,5128
Shai Gilgeous-Alexander,LAC,108.8,110.8,-2,17.9,1.91,22.3,2.6,7.8,5.3,11.6,51.2,55.4,18.2,103.25,8.3,4669
Trae Young,ATL,108.5,114.8,-6.3,39,2.12,27.3,2.4,9.1,5.7,12.9,48,53.9,27.7,105.78,11.9,5522
Miles Bridges,CHA,107.8,111.5,-3.7,8.1,1.9,13.8,3.7,14.8,9.1,7.3,52.7,54.8,14.7,101.3,8.5,3582
Landry Shamet,LAC,111,109.3,1.7,9,2.6,15.6,1.1,6,3.6,6,58.1,60.4,14.5,103.64,6.3,3889
Kevin Huerter,ATL,109.3,111.6,-2.2,13.9,1.96,21.3,2.7,8.7,5.6,10.9,52.2,53.3,15.3,105.58,6.5,4498
Kevin Knox II,NYK,101.4,115.1,-13.7,6,0.72,6.8,2.5,12,7.1,9.4,43.8,47.5,21.9,101.87,5.5,4574
Bruce Brown,DET,106.5,105.8,0.7,8.7,1.98,19.1,3.2,9.2,6.2,9.7,43.6,46.9,11.3,99.08,3.7,2980
Josh Okogie,MIN,109.6,110.6,-1,6.8,1.44,12.4,2.1,9.8,5.9,8.6,44.5,49.2,14.8,103.89,5.1,3797
